C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,ID
1175.3411012846102,3802.7542899035743,-30.620275810529478,1177.5444113738645,-2451.742427212851,-2255.4815062365947,-1221.4167798016902,100.10476157336602,-339.15184493440285,1176.6986456251564,538.6452163171995,-155.29948009239553,452.5639955478554,-921.2311616148356,810.7485810109856,-545.9761780578203,-498.2404128450899,183.47116471313532,-113.31047322292312,-624.8840212752629,013
1839.1172770496246,4095.284487684511,1.4148791819184587,1327.742494278802,-2850.0065183921465,-1214.135450575322,-1224.7441628907832,288.513304464673,-352.01610307443684,2185.915354940766,2010.8586928480784,-1769.400921798226,2770.319517119286,-46.619676367359446,248.09302108696468,-423.03290669625704,161.51880000175353,-823.4391246634265,718.1165638447169,452.3924620292093,013
4536.488493259237,-3123.612106960526,160.43357549492652,-1113.382461226928,486.6768899486097,65.69414186973147,1940.6461301705967,538.6474521747333,634.0972150598406,20.77596537632294,-283.2330708709876,-58.321497351158044,324.23221075828684,-78.58064695584544,-431.1179658670742,-314.3440199432935,498.3023361176358,-207.97539655709895,-60.28446181701783,-13.586368043548532,013
2601.6795903145576,4670.1208491643965,246.1561036408805,1123.340730702699,-1131.5626791542836,4721.441005376338,-132.4559614532881,47.576989778107,-288.4705257860452,-171.53549914812092,180.35978487646707,230.54835771005583,6.125506934678675,423.8158018557532,488.3215820788926,645.219505081446,1619.386463367782,2821.512109054358,1765.7670614114454,175.16214154842672,013
3733.9862445584417,262.63764306399236,-294.56934246153867,-357.05026087165356,-973.5080841071438,-766.8335777017631,746.615762971571,-940.1046498906419,245.775583134624,-750.6972736540927,-12.253434345808902,-55.39284975341316,119.19653607352845,420.6671077739418,-178.71758918182383,82.96721238056968,-308.82006075947976,-167.7792203500052,285.35847498597883,-31.61736477220551,013
5006.789667057924,5.261465273415337,-666.1524893542343,-832.2838868528765,-515.9851798906043,-603.7476311956065,1113.6097997437585,-1004.7906240329684,369.99441471590427,-1070.564150832635,38.0909559432943,-281.4475483376392,409.2351760831992,898.3047758613584,-24.158090677167834,179.42955439483026,-519.5648928852238,-427.59371404316755,511.6906665757475,41.230563699537484,013
2377.848270568382,4601.412504310772,664.9116056035751,1652.5765120026329,-1353.4021378003663,7264.4978674001195,816.184472396005,351.4853828119243,-311.047250925285,-466.24010438320624,386.7713376234993,-600.4270164813396,-238.01571693808674,-658.9875575075415,-490.35572447627175,-117.94940840464655,-681.0777296810093,-949.1945063638307,-456.08721114052787,-174.35132864546534,013
2459.530615202518,4735.135641452591,485.00306775423905,1542.8412525972078,-1264.9746732930441,6835.768178138642,507.27895690993404,235.67508383646145,-197.52960790149152,-496.4461171409102,291.48842139769056,-445.4257160133903,-450.85225215951704,-722.5281027031228,-442.92656341880615,-88.01611600453292,-624.8892743936802,-826.9113807262195,-690.3668284004548,-14.567831759014691,013
-3041.128415386907,5.073797250901764,-391.5378259760199,-199.60380483114204,-237.7340591452396,32.373360595127515,-87.09857468598986,-70.47785383262094,-13.018905514373433,784.1558563087389,-51.07635296718809,-1241.5341992725157,851.6658404015376,462.6024339340184,-664.362357581143,-105.44194927640635,52.472565912044296,426.291144755215,-331.88163601786715,-195.66973824912938,022
-3394.1083476358585,287.6027162160036,-617.7040089229878,-431.65407562347474,-61.38417450857794,180.00379889219394,286.9524964368113,-55.83170292264095,152.5288883892533,514.4783279590044,105.33117117177673,-294.33835784313766,-196.10028388325546,559.4296446205992,-473.04350008530605,-70.14345513044921,-120.11074566539314,495.0153876608693,-344.0659378954643,-537.393549535968,022
-1171.534153254328,-2030.0578275737657,44.16264519621114,82.52519424401632,275.73850493999515,245.01622734201305,-288.29598982408953,-125.55085604353879,-149.12827266290748,223.2155574179498,-100.91794854464203,-921.1714695984667,1198.2816917398366,-79.01306300245385,-506.15299222222603,145.1846707375711,-571.0339319433602,121.2593678197453,550.908203428175,-147.49901850401594,022
-2002.7878276552885,-860.8348530475258,78.18918892673646,156.77144585089783,-96.29717517172445,163.3702630814511,-365.9393531635192,-211.28357266379612,-269.26145532481314,432.16054030295334,-571.8410628556776,-588.5235677810693,170.68257896887192,103.99056440855092,-319.8564601142709,74.92682238092375,-183.89554856723854,338.4566812515445,27.96531161896033,-352.7349213598867,022
-4026.355777274031,833.6282208278385,-1040.712239904094,-817.1265118523509,-37.430003896195,36.47612543163405,827.5168411243764,-59.92054351880225,235.00148258250016,622.5793847358829,702.8905459826326,184.42301389528458,-1070.8532899422166,783.7335870243442,-39.104707128813416,-619.6708403277925,-227.20201227524242,-86.33664164626282,505.0175580741466,-45.93844885869371,022
-997.4081095715785,-1744.1179663074433,238.05345834873793,212.26676809701354,141.5146203163566,217.75749804809476,-308.9954153411294,-287.43155462230175,-245.53758678868346,-63.07972987961486,-599.3160941250245,-214.2398832424065,156.11985922279635,-21.46371665363304,-98.68369832256832,122.94225029341519,-335.41724274201715,-170.01585946746872,678.8160532882655,-386.7125646759004,022
-223.31412610906156,3419.242760352442,226.88658250248622,8726.996181347447,7992.5870312863435,-2046.7905277037114,4274.359399774486,-221.86823025799882,-5313.505781940594,-427.99854362757543,514.4482537272409,-459.53595908623333,7.794285811172525,7.399984870057839,50.38643995776215,12.769635289878737,56.34467185252321,72.44928231006774,-65.15173812116336,167.5243508793724,022
-1717.7608356173462,-1753.3980370751365,-33.46031953290027,29.68636332831513,175.96247551998843,162.14544084379403,-285.6403801020124,-133.1551361264752,-198.3020393616233,452.04664833312177,-90.03307828980023,-1117.7524789304987,1071.0689868685977,230.80299238311184,-672.4214177731469,32.01170445194878,-616.869593704767,111.02051154829573,688.7342000623107,-22.026410550700835,022
-230.44725143772052,2348.756923469328,632.827824208526,7357.457671297763,5344.0251739321875,-441.5019117957491,-1422.2085929505588,-889.4577724045309,8470.980560276814,-73.53400515921498,-237.2133561046658,-592.6230691379643,-175.9405318349271,22.825153992769998,105.61199743706,-51.88580908180413,52.08706336203754,-64.20491303203109,73.9452978623444,176.40212289435667,022
-2674.596477330198,-1087.866541956675,-94.66435288929499,212.53660554232601,61.879896310757424,221.10391974014976,-960.5816229107506,-77.46670561166293,-399.0521691127064,580.9869121866813,378.1338883151492,-1120.7876585228776,642.9189826418481,537.7344945641207,-509.58337353528003,304.82049599745847,-39.18649368885089,-21.04199815684358,331.89798414780165,-128.52598621333755,022
-890.3021428742253,-788.1466429213343,-271.9384304358439,-321.47842234967646,-21.572234922839517,-5.348497269784086,188.5850374443273,-429.9525719237963,66.64866057114223,-1102.0973392139429,-362.8578752677367,338.5087498420336,521.0891561480056,-316.3981785213725,76.88226780131612,31.270459685577922,35.05937701831745,-149.82921311481033,64.09122944684668,19.408605809777498,027
1239.9960106873982,-605.3780335908962,69.06107727217315,501.8722691076308,-393.14267341322176,-445.72951655616134,-1456.6768818777448,-498.70920563877036,-492.63603904012155,-907.7705426257555,393.20771315265466,-121.13310566323165,-68.957816299955,679.984888978606,86.69465421242171,360.17163296894876,-755.4871209104613,-155.4965652128361,249.56769388523435,192.9730774476461,027
-1196.6836973129027,-1016.5837074473676,-405.24106524214966,-427.4157650038958,255.27253696379745,64.26225554385954,131.02093903421658,-316.962762689095,17.014229005532236,-900.8296949565396,-500.481961552053,39.83269206719764,781.3181317357186,-537.019601092763,-149.732386368509,201.1936982120027,126.08214806752758,-217.33042136745007,245.29549724754716,-62.36026408384973,027
-723.2713933565208,-1210.0038066490752,-366.58759679690985,-244.05439717318865,188.523175533849,-4.56366630678621,-191.9740644837265,-237.54322356300213,66.52366413272341,-1540.6871524057756,24.913959224370746,197.80529262607186,1168.5470846059638,-236.13382461636644,-45.082457028845354,242.1064071767952,-130.19186846654537,-198.72527333926953,131.8202638393283,30.7249821637947,027
-1874.810449243632,-1422.5971369503202,-495.81115118024877,-584.216004577743,472.59446353561054,118.52980139507147,436.796697512928,-175.00445437981205,84.20495158121692,-187.22665477980607,-572.5106330224909,-231.28469767605645,898.7808226004331,-906.8484583977905,-163.8412082652326,461.19805005851157,-115.50392676788265,135.5978124243181,265.2620894588613,-322.54314292079505,027
-943.057509887205,-2152.2387229051587,453.46876326126664,227.85344578922795,117.81142622792916,193.15544232640224,-311.70108367799867,-95.94664305662303,-163.02598797592123,321.4390030655859,48.75212139369668,68.26100279067224,77.26660668999477,-435.8858500273512,242.4785997384926,138.4626279808642,-74.53437023581968,4.8004251610479605,33.17764322653455,19.412549650859397,027
-1536.7980779128416,-1548.4107754461427,350.69386256414043,255.08840692914328,25.66347173879598,188.4546688742291,-441.4758744094932,-216.45139334323827,-267.83945467394284,444.4990224298807,-238.7851846055145,-82.1976693620749,-404.5726739629021,-96.59696186910084,20.22562057842136,155.2691137467238,59.04049190060904,-28.42921519784189,55.60401701589456,-135.86285424711275,027
-2072.8800722742917,-458.77680653300627,-266.92720840972504,-283.5359104077074,-166.75140266226916,-121.22085417252909,156.29244643215387,156.05594061738418,64.58023540710295,202.27520676648922,-332.5077328034405,-693.9082690655407,425.38827125262384,32.96120466182092,-340.20987536909604,292.0241341413325,776.430661493793,-42.48322029680345,-415.0796442922276,-391.06398439638514,027
-4281.007868587584,1327.2655877141228,-1273.1829835813444,-1178.3004936522052,-75.02030668073627,244.1979733904207,1314.6996876304397,127.25173044614272,352.5666146557344,1088.9234039444752,-18.892106070528516,-199.38639891953798,-750.382359128764,-25.18331366667298,162.5580576469703,216.49804528334607,127.83164969675241,-44.05589814062881,211.50333126084453,-166.43083552316946,027
-3679.1917173399875,-78.33712439099286,-430.8566528430989,-197.54484412690536,31.307610903774336,113.67450920111919,-302.135694783847,-70.92225085131359,-146.91389110951047,243.40773939305993,279.26861809849737,63.83748668760217,-861.0313629128331,652.2235176376297,-139.78316011505257,-235.78982022273462,-269.4807166472198,50.5293727581406,52.93416107401175,-112.08122027222248,027
-697.5053144884081,-2745.6679085252777,1075.8901597599204,1283.7596677495721,519.6475945666243,647.8403650102742,-2405.9292490497414,-213.96839561694458,-995.3652400880071,569.0848992680931,259.0031979381403,-139.11439219695507,-1593.4279027364669,984.6980787286141,439.7844271295771,561.2369290429363,-248.48207299853834,-611.9047835999498,661.8146785534109,-14.26327420708337,030
2466.1120268221857,4514.87524075505,-384.9256094478334,1621.7951790521267,-1546.092754344323,-2074.9053416324145,-1345.695754704347,226.65641961918303,-158.89523596424357,557.2309921376177,347.50636993012336,481.45564119351917,-147.5745866372987,-955.6372701027851,443.03736358600764,39.33962962435167,-980.9074390964422,538.7735194941156,0.8145326592115377,-627.5014832210823,030
4861.593020454532,-2941.958150356273,291.92347446286675,-554.9419659794943,247.61029391579098,130.99395890020713,955.0156733937183,-158.10766672720666,320.7160890138178,207.0516408940344,619.8809981374566,336.59620264420954,211.19276381370605,-481.22801597971227,422.65756670783287,330.54668495357413,-789.8091140727524,364.61688709430484,-75.51454050607023,320.21557578340435,030
4760.843746996966,3426.7995360863592,-1441.3227836672638,-454.2503313037166,-929.5182654958401,-1294.548392916323,-877.4991247159585,-1306.0253360650183,-201.88361387234795,-1250.2365175382092,343.6896913443753,200.99343538940428,-347.8396997547171,501.61053543469916,368.5286791817263,653.0546236903846,-284.33831589655915,5.750167722627303,-131.37173570021184,-381.5879497595528,030
2935.9975576548954,4126.806324114059,-859.4266874902945,619.986208736793,-1183.1853659157093,-1607.8542361615378,-1327.627193760707,-650.8419773294372,-365.6887017866444,-287.705999618503,305.21670024107897,336.1136127626309,-363.054327279509,-419.52362232418454,529.2035505867036,229.04111802528783,-629.7304610115347,631.460174785889,-197.68585555535407,-104.45825146169489,030
1041.135732004142,2474.023005930698,114.68391264501415,247.24046647134256,-1840.3545964577588,-1084.4065599036035,56.19132906289965,569.0623232784035,-43.36927028361624,154.82715783506998,-823.8607405830817,148.01265450243648,-1034.7959740587298,-389.32472314757536,44.058008913892635,-690.2256790010251,-380.6027735328732,267.2587622264802,-271.9657387620862,1676.4469022466892,030
4140.414799799825,-1505.2956386715905,167.06623207381193,-467.4721066784164,-562.0947246806811,-595.5985420486336,1190.3873515396488,443.98201511642645,393.65306411431106,-23.82410507978643,-67.62462261354347,107.47933167648432,146.7397850939944,-584.2754287760717,-109.94597771152142,87.05650268597533,-397.5124960702214,491.52175471137764,-61.97203220092378,1141.1925056580055,030
2782.0396754908115,34.31175705803497,201.67832881511683,-171.57361558270122,-1106.4267040549455,-503.77262553138377,1068.4821303031497,-288.88964188486165,328.17249328781753,251.6531172951806,188.038213428635,208.5286234666763,-142.12951642066193,-20.569463408811885,339.9664022390433,-186.3192978323033,-401.6824367324451,421.308319407954,136.1292118979829,174.56228411842986,030
1966.856635458949,363.878757148259,282.558952154438,46.981220805374704,-834.8426914227083,-694.9402746307439,361.9871538930566,270.2107602927838,65.38795713371648,355.1543370385829,-133.79824895648025,125.8350774348887,-376.4658673303605,-277.11737393978945,176.74046425680797,-344.20568872574466,12.65437696454053,-74.69747491488073,112.82313756644318,-5.0330986654569445,030
4901.846025809583,4382.144505336808,-844.669193361593,-446.8538628940449,573.0938464357941,-2677.985188369114,-2108.8977642781897,6166.924078221731,-293.39681508672237,-186.96266371208415,-515.7540439193011,390.8149552595929,-1282.3269469466131,-1260.9136749019099,-2293.25084466941,451.51549359154006,79.47596695778743,-289.45058205177827,816.2695707253055,429.75476628311225,030
614.5658823814018,-1760.5767436760734,813.2221041672442,85.77374224023842,-277.53734786451435,367.1359560737332,643.6073088793679,-10.548413367740661,71.8820265966362,748.031152394138,-353.8238654602366,231.35585137831106,-245.09725108370407,-322.25810516715444,378.1906340600987,-662.2737423052985,24.981247367901943,286.54155101548207,-384.6986111284035,333.10744389302505,032
1692.8876000279624,165.19118870076056,100.16459890958522,-239.19554551133186,-671.5724590821848,-175.58656820521003,508.31804014471874,-334.62958516646887,57.44178999157264,-386.64783374150466,-632.5702049554698,-55.35672323327916,-258.5327800584541,455.5964052700456,78.41896291694401,-440.9539010103367,336.87751465780553,-152.1253973266108,-225.343132051903,241.37010167811155,032
1810.4749453584034,-933.8882476555455,295.5251469352464,-266.51655671438164,-290.7323959337225,120.97887838560679,780.3915117773166,-335.6217084722296,81.82782313426708,66.99017427661943,-543.5533203991689,36.2482829031883,-105.73375541300783,161.29348541432157,300.05449060527894,-580.2114155202555,-80.51683885321003,68.81677347741969,-243.72336874721123,536.2762534122617,032
1894.9124853022786,-151.8306633227879,172.479292605699,-179.71818974365658,-632.4696878184054,-124.57410572544005,492.39900481216245,-617.6579301570401,58.202267669035926,-298.20118083203363,-389.33153904315634,-21.444061904349592,-226.09457337002002,395.3099731228509,40.507714739950266,-224.88746196885234,217.76536584876192,-81.92390753048402,-98.9951484911983,278.3518005623315,032
1313.677572518052,-586.2499220340178,363.2200323610236,-108.13092834887216,-462.9672348770771,22.700293677039074,553.217619505957,-524.239158424372,56.901237463641976,-0.10982320234038753,-549.9952459913742,107.99862248120677,-248.6885965736198,163.06701620908092,-10.255734039152012,-503.1861534725239,108.88071930379692,62.49710320216772,-208.85557011223332,236.338696972261,032
4719.09482122538,-2951.551364872614,-116.40983547645897,-1342.2845061774606,1797.920518354666,1095.3769490538148,900.6068544829725,7348.085747332837,617.3775179706479,-722.981779015407,-114.68610199662783,-877.4876081051558,608.7181202137288,1236.5620466774792,2795.836130453152,-95.74637041093573,-403.6034118725936,-5.352653278422978,-208.45926711969742,-472.73490965535973,032
-1911.8798882038054,6142.982581270467,15318.763614929585,-6868.640216429765,3802.1716887554226,-848.5469451102545,26.154904195065573,-569.4659486051588,166.0147753550203,-248.1512880420352,346.4821113437842,-138.26737136766877,162.0594461498142,48.29338069484827,45.25281603081376,96.3409156551153,-109.83445277819428,-5.342510190529218,-0.5398775830094062,-60.19459866729,032
1445.7408673713264,-184.89579074008932,-159.4106732407707,-208.81792334796785,-361.1784902259137,-171.71484653462832,-20.392782137085153,-29.955060346896275,31.41139119216302,-649.0044032769067,172.23000430446467,110.75875859408822,-323.0420054106185,510.93597211035006,-168.59084824146257,-87.73491822651444,-92.87333796047726,100.1592979448123,-276.7543296692982,598.1720900809571,032
1569.6656657914225,-193.45868923962394,-22.18238406084389,-230.03934065857598,-318.73491384058315,-3.05672826101997,-28.183854980537188,-93.24455952709818,-22.015426554067698,-331.29065252184404,-217.0852526536932,71.37855380019631,-171.16130382289896,147.51320654304283,-52.464348042251174,-218.16482355864377,167.86637734512342,270.0412244704454,-453.0676814026363,529.5016611492106,032
1735.397373326664,-1146.010164792669,444.81174582288986,577.9929205354413,-378.2389529708236,-245.98952513440045,-1091.1075753882865,-180.95698308320374,-420.01091274931946,-353.89381354755614,262.17234453884777,-63.739008214371005,-672.5066886119861,619.5843546778049,19.546410810162946,404.621800743064,-314.090093833195,-213.08486964776708,332.22044441873146,159.76062318725903,032
-3866.0968069095447,-574.506600322527,-860.0707719249442,-527.5232295642539,454.78273472106486,-189.51180927217612,-455.5039464334326,2064.3488375156076,100.40548465249483,-772.724443970922,-31.32384149729071,-906.0177734389824,70.39893094092085,1458.128583971494,-1734.1049853893205,322.8394378286835,-611.0242293614739,963.4535133952838,-752.1526904508613,-229.12589373719294,035
-4963.77309788218,1819.600874301364,-2083.901593622371,-2034.37163720255,30.767352025104262,-370.74027423906625,2421.354743169122,-127.75702117930236,730.408289170259,1932.0518643339872,-865.0997593326865,-505.8473691531582,-686.2440028547011,-397.17768084089863,649.8821283117967,3219.909897264091,-473.54670819523005,-370.88544898975437,-546.9220022768459,557.0878136751903,035
-4887.367085046822,81.70972490959578,-1304.9970725272417,-878.2357315684638,379.96545375869164,-22.851311577160722,328.76773341103933,164.5365619822299,409.21361189862364,-839.0809585865321,1782.9026947628859,1267.824480340533,-244.4559919094767,39.39145287321411,42.67816420170297,-416.5439809950595,-242.68480297939388,-3.2375048254296517,107.5499641235442,140.73072819413144,035
-5049.425861060544,63.081011323457965,-1396.4705840673691,-917.1477473999415,452.5240932157166,12.61381248703211,270.86978646606354,193.05318717641677,534.103650515774,-992.8144916555524,2206.810267380008,1532.7819639931815,-167.73088211689202,-97.55108015168402,30.14557459128567,-327.36735340597136,-88.05896291344376,-24.351174622120915,-13.717886025801635,-0.9327276002635482,035
-4336.057438541786,-832.9786045166949,-849.6083096107229,-406.92564626001024,545.3094113844459,141.2500066240015,-542.166620567839,198.7429024068261,91.28199972509121,-214.07644075833838,1849.9838342304122,529.4997012024613,-708.3367520844042,1076.5975121307242,-559.0559609463165,-106.64964267972256,-693.8803535334632,483.91528417922774,-368.9465507936916,-182.46346876633328,035
-5410.398262760678,932.672223628356,-1869.4373283236555,-1435.5442772046129,353.87061914887727,-110.45341839768865,1065.8966266461036,154.87820686042716,561.4427362295107,-833.3886497079809,783.8984330890588,627.1273274142234,580.1187126374922,-400.0202761987678,-18.91354274952146,39.35775684591885,-71.76533382477831,62.756591681445755,29.692122054302345,-238.58377539475717,035
9511.276920290411,3061.3646813451096,-7554.531981203037,-7373.614966155806,8519.137361954541,1551.706714790398,-3442.3268412998127,-1912.7821071618343,-870.1919655387666,1373.0348270015747,-305.67849302749465,12.05026960210403,246.48289096809154,-193.01726092190927,113.58474850974086,-578.4729216305068,130.376403640359,-23.89691733757318,-263.14685628021135,-43.909562137990015,035
-5429.596459905385,832.1595016955597,-1794.4604552521678,-1303.2525609680827,368.07356041137484,-64.52920765890053,805.9789547543326,282.24038173732316,523.4971112019905,-1163.217400259805,957.8963238756069,728.2750224550701,816.2973590566156,-397.299692291711,-48.33999940196909,-108.14047282703628,45.71563009954594,58.32710540422274,54.157536975356926,-121.86534025980573,035
-3765.7498667952673,1240.4722143563606,-1220.4923541068981,-1414.9147587738744,127.18813030102952,-362.3792733709148,1038.4210687197556,1699.7940273153447,499.6992021366307,-640.6043876292889,515.5143969794568,341.9452188869091,-156.42009828364087,-177.75751117464338,-321.15596822825324,23.528671315580723,1531.7858022962657,-636.800074259108,81.36307163770046,133.67033286771098,035
